LocationName,Polygon,Polygon_coords,total_messages,total_devices,latency_messages,latency_devices,latency_messages_ratio,latency_device_ratio,device_ids,latency_device_ids,severity
BRPGU-DKT,"-24.253831,-50.733426,-24.255489,-50.734316,-24.247197,-50.752273,-24.238799,-50.758348,-24.231441,-50.748783,-24.234088,-50.745726,-24.241251,-50.755826,-24.247779,-50.740463,-24.249861,-50.741895,-24.253831,-50.733426","[[-24.253831, -50.733426], [-24.255489, -50.734316], [-24.247197, -50.752273], [-24.238799, -50.758348], [-24.231441, -50.748783], [-24.234088, -50.745726], [-24.241251, -50.755826], [-24.247779, -50.740463], [-24.249861, -50.741895], [-24.253831, -50.733426]]",171,5,16,2,9.4,40.0,"['A0000539', 'A0001787', 'A0002543', 'A0004586', 'A0005664']","['A0000539', 'A0001787']",10.6
BRPGU-DRT,"-25.538073,-48.561407,-25.534104,-48.559099,-25.536263,-48.554613,-25.539961,-48.558230,-25.538073,-48.561407","[[-25.538073, -48.561407], [-25.534104, -48.559099], [-25.536263, -48.554613], [-25.539961, -48.55823], [-25.538073, -48.561407]]",572,8,213,4,37.2,50.0,"['A0000584', 'A0002489', 'A0003123', 'A0003745', 'A0003859', 'A0004078', 'A0005036', 'A0005205']","['A0002489', 'A0003123', 'A0004078', 'A0005036']",23.4
BRPGU-TTC,"-25.505367,-48.498041,-25.504984,-48.493722,-25.500955,-48.494060,-25.499170,-48.492665,-25.501086,-48.505386,-25.505773,-48.503853,-25.505367,-48.498041","[[-25.505367, -48.498041], [-25.504984, -48.493722], [-25.500955, -48.49406], [-25.49917, -48.492665], [-25.501086, -48.505386], [-25.505773, -48.503853], [-25.505367, -48.498041]]",1053,30,19,6,1.8,20.0,"['A0000539', 'A0000584', 'A0000829', 'A0000876', 'A0001378', 'A0001787', 'A0001809', 'A0002489', 'A0002543', 'A0002710', 'A0003123', 'A0003745', 'A0003859', 'A0003884', 'A0004078', 'A0004539', 'A0004575', 'A0004586', 'A0004743', 'A0004756', 'A0004776', 'A0004807', 'A0004826', 'A0004840', 'A0005036', 'A0005205', 'A0005385', 'A0005442', 'A0005664', 'A0006269']","['A0000876', 'A0002489', 'A0003745', 'A0004078', 'A0004840', 'A0005664']",7.2
BRRGB-TTR,"-32.120325,-52.110525,-32.121579,-52.102108,-32.130898,-52.102457,-32.130401,-52.108855,-32.126182,-52.111289,-32.120325,-52.110525","[[-32.120325, -52.110525], [-32.121579, -52.102108], [-32.130898, -52.102457], [-32.130401, -52.108855], [-32.126182, -52.111289], [-32.120325, -52.110525]]",0,0,0,0,0.0,0.0,,,-0.0
BRRIO-DGT,"-22.878574,-43.225977,-22.878904,-43.224546,-22.879973,-43.224861,-22.879948,-43.225342,-22.879734,-43.226187,-22.879434,-43.226292,-22.878574,-43.225977","[[-22.878574, -43.225977], [-22.878904, -43.224546], [-22.879973, -43.224861], [-22.879948, -43.225342], [-22.879734, -43.226187], [-22.879434, -43.226292], [-22.878574, -43.225977]]",365,7,50,1,13.7,14.3,"['A0000722', 'A0001150', 'A0002060', 'A0003538', 'A0005373', 'A0005442', 'A0006269']",['A0000722'],7.0
BRRIO-DRT,"-22.873415,-43.233055,-22.873328,-43.233735,-22.875803,-43.233991,-22.878277,-43.233721,-22.878324,-43.232432,-22.874947,-43.232538,-22.875005,-43.232849,-22.873415,-43.233055","[[-22.873415, -43.233055], [-22.873328, -43.233735], [-22.875803, -43.233991], [-22.878277, -43.233721], [-22.878324, -43.232432], [-22.874947, -43.232538], [-22.875005, -43.232849], [-22.873415, -43.233055]]",0,0,0,0,0.0,0.0,,,-0.0
BRRIO-TMR,"-22.882201,-43.214286,-22.871309,-43.204047,-22.872125,-43.203014,-22.870905,-43.202033,-22.871414,-43.201419,-22.884140,-43.213359,-22.883122,-43.214587,-22.882201,-43.214286","[[-22.882201, -43.214286], [-22.871309, -43.204047], [-22.872125, -43.203014], [-22.870905, -43.202033], [-22.871414, -43.201419], [-22.88414, -43.213359], [-22.883122, -43.214587], [-22.882201, -43.214286]]",439,15,28,4,6.4,26.7,"['A0000722', 'A0001150', 'A0001548', 'A0002060', 'A0002144', 'A0002387', 'A0002735', 'A0003538', 'A0005036', 'A0005373', 'A0005396', 'A0005442', 'A0005466', 'A0005753', 'A0006269']","['A0000722', 'A0002735', 'A0005373', 'A0006269']",9.3
BRSNT-DDS,"-23.931850,-46.373752,-23.931673,-46.370368,-23.932596,-46.371151,-23.932742,-46.374122,-23.931850,-46.373752","[[-23.93185, -46.373752], [-23.931673, -46.370368], [-23.932596, -46.371151], [-23.932742, -46.374122], [-23.93185, -46.373752]]",56,4,0,0,0.0,0.0,"['A0000880', 'A0002314', 'A0003503', 'A0004309']",,0.0
BRSNT-DLL,"-23.973016,-46.265785,-23.971903,-46.263428,-23.974455,-46.264403,-23.975150,-46.267874,-23.973291,-46.268655,-23.973016,-46.265785","[[-23.973016, -46.265785], [-23.971903, -46.263428], [-23.974455, -46.264403], [-23.97515, -46.267874], [-23.973291, -46.268655], [-23.973016, -46.265785]]",209,6,31,2,14.8,33.3,"['A0000614', 'A0002144', 'A0003251', 'A0003315', 'A0005444', 'A0005748']","['A0003251', 'A0005444']",10.9
BRSNT-DLL2,"-23.951373,-46.276354,-23.949877,-46.271810,-23.950298,-46.271499,-23.951243,-46.270700,-23.951565,-46.271660,-23.952037,-46.273413,-23.952670,-46.276043,-23.951373,-46.276354","[[-23.951373, -46.276354], [-23.949877, -46.27181], [-23.950298, -46.271499], [-23.951243, -46.2707], [-23.951565, -46.27166], [-23.952037, -46.273413], [-23.95267, -46.276043], [-23.951373, -46.276354]]",174,3,15,1,8.6,33.3,"['A0000614', 'A0002817', 'A0003251']",['A0003251'],8.4
BRSNT-DLL3,"-23.976139,-46.268263,-23.977181,-46.267794,-23.978720,-46.271002,-23.977756,-46.272271,-23.976139,-46.268263","[[-23.976139, -46.268263], [-23.977181, -46.267794], [-23.97872, -46.271002], [-23.977756, -46.272271], [-23.976139, -46.268263]]",32,2,0,0,0.0,0.0,"['A0001254', 'A0002856']",,0.0
BRSNT-DTT,"-23.920929,-46.390869,-23.921455,-46.390864,-23.921547,-46.390523,-23.922685,-46.390711,-23.923141,-46.393606,-23.922470,-46.393642,-23.921552,-46.392555,-23.920929,-46.390869","[[-23.920929, -46.390869], [-23.921455, -46.390864], [-23.921547, -46.390523], [-23.922685, -46.390711], [-23.923141, -46.393606], [-23.92247, -46.393642], [-23.921552, -46.392555], [-23.920929, -46.390869]]",149,2,0,0,0.0,0.0,"['A0002735', 'A0006036']",,0.0
BRSNT-TBT,"-23.919964,-46.356411,-23.922000,-46.345395,-23.922656,-46.345669,-23.922237,-46.347989,-23.926393,-46.349713,-23.925110,-46.357418,-23.919964,-46.356411","[[-23.919964, -46.356411], [-23.922, -46.345395], [-23.922656, -46.345669], [-23.922237, -46.347989], [-23.926393, -46.349713], [-23.92511, -46.357418], [-23.919964, -46.356411]]",89,11,6,1,6.7,9.1,"['A0000504', 'A0003315', 'A0003884', 'A0004132', 'A0004309', 'A0004575', 'A0004645', 'A0004776', 'A0004826', 'A0005385', 'A0005444']",['A0004575'],3.5
BRSNT-TSB,"-23.960648,-46.297033,-23.957578,-46.293493,-23.964650,-46.286874,-23.967160,-46.290750,-23.960648,-46.297033","[[-23.960648, -46.297033], [-23.957578, -46.293493], [-23.96465, -46.286874], [-23.96716, -46.29075], [-23.960648, -46.297033]]",753,35,70,8,9.3,22.9,"['A0000084', 'A0000614', 'A0000868', 'A0000871', 'A0000880', 'A0001195', 'A0001237', 'A0001254', 'A0001765', 'A0001838', 'A0002144', 'A0002215', 'A0002314', 'A0002440', 'A0002735', 'A0002817', 'A0002856', 'A0003097', 'A0003251', 'A0003313', 'A0003315', 'A0003503', 'A0003702', 'A0003759', 'A0003779', 'A0004237', 'A0004244', 'A0004537', 'A0004945', 'A0005036', 'A0005148', 'A0005390', 'A0005466', 'A0005753', 'A0006036']","['A0001237', 'A0002314', 'A0003313', 'A0003503', 'A0003702', 'A0004237', 'A0004244', 'A0005036']",10.4
BRVTR-TTV,"-20.324652,-40.330821,-20.323269,-40.326614,-20.323639,-40.326421,-20.323994,-40.327519,-20.326934,-40.326439,-20.327049,-40.326764,-20.326448,-40.327264,-20.326777,-40.328986,-20.326258,-40.329372,-20.326571,-40.330391,-20.324652,-40.330821","[[-20.324652, -40.330821], [-20.323269, -40.326614], [-20.323639, -40.326421], [-20.323994, -40.327519], [-20.326934, -40.326439], [-20.327049, -40.326764], [-20.326448, -40.327264], [-20.326777, -40.328986], [-20.326258, -40.329372], [-20.326571, -40.330391], [-20.324652, -40.330821]]",0,0,0,0,0.0,0.0,,,-0.0
BSFPO-TFB,"26.539442,-78.761426,26.536840,-78.757011,26.523410,-78.769544,26.526002,-78.773053,26.530635,-78.770855,26.531456,-78.772962,26.539442,-78.761426","[[26.539442, -78.761426], [26.53684, -78.757011], [26.52341, -78.769544], [26.526002, -78.773053], [26.530635, -78.770855], [26.531456, -78.772962], [26.539442, -78.761426]]",28,4,28,4,100.0,100.0,"['A0001773', 'A0002374', 'A0005528', 'A0005659']","['A0001773', 'A0002374', 'A0005528', 'A0005659']",30.1
BZBEI-TBZ,"17.481765,-88.206708,17.482425,-88.201890,17.481168,-88.201664,17.481321,-88.200799,17.478426,-88.200027,17.478540,-88.200413,17.481118,-88.200998,17.481041,-88.202423,17.480597,-88.206602,17.481765,-88.206708","[[17.481765, -88.206708], [17.482425, -88.20189], [17.481168, -88.201664], [17.481321, -88.200799], [17.478426, -88.200027], [17.47854, -88.200413], [17.481118, -88.200998], [17.481041, -88.202423], [17.480597, -88.206602], [17.481765, -88.206708]]",232,5,232,5,100.0,100.0,"['A0000325', 'A0000486', 'A0000700', 'A0002691', 'A0002904']","['A0000325', 'A0000486', 'A0000700', 'A0002691', 'A0002904']",45.0
CACAL-DAB,"50.961443,-113.842143,50.961433,-113.835262,50.959576,-113.834853,50.959434,-113.842159,50.961443,-113.842143","[[50.961443, -113.842143], [50.961433, -113.835262], [50.959576, -113.834853], [50.959434, -113.842159], [50.961443, -113.842143]]",0,0,0,0,0.0,0.0,,,-0.0
CACAL-RCN,"51.101474,-113.851475,51.118890,-113.823738,51.119328,-113.820227,51.099542,-113.852563,51.101474,-113.851475","[[51.101474, -113.851475], [51.11889, -113.823738], [51.119328, -113.820227], [51.099542, -113.852563], [51.101474, -113.851475]]",111,4,35,2,31.5,50.0,"['A0000055', 'A0000503', 'A0001305', 'A0006004']","['A0000055', 'A0000503']",15.8
CAEDM-DOC,"53.549182,-113.779516,53.551369,-113.763692,53.549858,-113.763369,53.548494,-113.765494,53.548573,-113.779497,53.549182,-113.779516","[[53.549182, -113.779516], [53.551369, -113.763692], [53.549858, -113.763369], [53.548494, -113.765494], [53.548573, -113.779497], [53.549182, -113.779516]]",0,0,0,0,0.0,0.0,,,-0.0
CAEDM-REN,"53.597843,-113.629587,53.593059,-113.637492,53.575061,-113.638012,53.574382,-113.634944,53.577964,-113.633644,53.578303,-113.635308,53.592552,-113.634751,53.595382,-113.631648,53.597843,-113.629587","[[53.597843, -113.629587], [53.593059, -113.637492], [53.575061, -113.638012], [53.574382, -113.634944], [53.577964, -113.633644], [53.578303, -113.635308], [53.592552, -113.634751], [53.595382, -113.631648], [53.597843, -113.629587]]",33,10,0,0,0.0,0.0,"['A0001459', 'A0002881', 'A0002971', 'A0003296', 'A0003864', 'A0003891', 'A0004093', 'A0004353', 'A0004703', 'A0005235']",,0.0
CAHFX-DYM,"44.578424,-63.637406,44.578986,-63.636855,44.579130,-63.636947,44.579385,-63.636641,44.579501,-63.636810,44.579973,-63.636263,44.579936,-63.635977,44.579876,-63.635801,44.580608,-63.634969,44.580715,-63.634747,44.581012,-63.634656,44.581132,-63.634487,44.581100,-63.634142,44.580970,-63.633882,44.580905,-63.633784,44.580942,-63.633628,44.580757,-63.633296,44.580553,-63.633459,44.580224,-63.633889,44.579830,-63.634305,44.579241,-63.634845,44.578606,-63.635691,44.578059,-63.636400,44.577883,-63.636712,44.578424,-63.637406","[[44.578424, -63.637406], [44.578986, -63.636855], [44.57913, -63.636947], [44.579385, -63.636641], [44.579501, -63.63681], [44.579973, -63.636263], [44.579936, -63.635977], [44.579876, -63.635801], [44.580608, -63.634969], [44.580715, -63.634747], [44.581012, -63.634656], [44.581132, -63.634487], [44.5811, -63.634142], [44.58097, -63.633882], [44.580905, -63.633784], [44.580942, -63.633628], [44.580757, -63.633296], [44.580553, -63.633459], [44.580224, -63.633889], [44.57983, -63.634305], [44.579241, -63.634845], [44.578606, -63.635691], [44.578059, -63.6364], [44.577883, -63.636712], [44.578424, -63.637406]]",18,1,0,0,0.0,0.0,['A0005569'],,0.0
CAHFX-TCE,"44.671800,-63.625674,44.671532,-63.624353,44.668296,-63.624206,44.667774,-63.622067,44.665552,-63.623199,44.663688,-63.626974,44.663435,-63.630915,44.671800,-63.625674","[[44.6718, -63.625674], [44.671532, -63.624353], [44.668296, -63.624206], [44.667774, -63.622067], [44.665552, -63.623199], [44.663688, -63.626974], [44.663435, -63.630915], [44.6718, -63.625674]]",1367,34,103,12,7.5,35.3,"['A0000736', 'A0001018', 'A0001174', 'A0001836', 'A0001896', 'A0001988', 'A0002245', 'A0002321', 'A0002458', 'A0002713', 'A0002845', 'A0002877', 'A0002941', 'A0002948', 'A0002962', 'A0002973', 'A0003398', 'A0003406', 'A0003459', 'A0003629', 'A0003632', 'A0003670', 'A0003780', 'A0004154', 'A0004253', 'A0004584', 'A0005103', 'A0005199', 'A0005451', 'A0005467', 'A0005569', 'A0005798', 'A0006573', 'A0007020']","['A0000736', 'A0001988', 'A0002458', 'A0002877', 'A0002941', 'A0002962', 'A0003459', 'A0003629', 'A0003670', 'A0005451', 'A0005798', 'A0007020']",14.7
CAHFX-THT,"44.633309,-63.568785,44.633706,-63.567338,44.631116,-63.566221,44.632146,-63.561733,44.631381,-63.561216,44.630689,-63.563657,44.624552,-63.558176,44.624287,-63.559045,44.625979,-63.560555,44.624876,-63.564070,44.629806,-63.570523,44.630984,-63.567772,44.633309,-63.568785","[[44.633309, -63.568785], [44.633706, -63.567338], [44.631116, -63.566221], [44.632146, -63.561733], [44.631381, -63.561216], [44.630689, -63.563657], [44.624552, -63.558176], [44.624287, -63.559045], [44.625979, -63.560555], [44.624876, -63.56407], [44.629806, -63.570523], [44.630984, -63.567772], [44.633309, -63.568785]]",0,0,0,0,0.0,0.0,,,-0.0
CAMTL-DUL,"45.454272,-73.695508,45.452321,-73.688076,45.450461,-73.687207,45.449867,-73.690964,45.449696,-73.693101,45.449699,-73.694856,45.454272,-73.695508","[[45.454272, -73.695508], [45.452321, -73.688076], [45.450461, -73.687207], [45.449867, -73.690964], [45.449696, -73.693101], [45.449699, -73.694856], [45.454272, -73.695508]]",72,3,13,1,18.1,33.3,"['A0001988', 'A0003296', 'A0004703']",['A0001988'],8.8
CAMTL-RTN,"45.485278,-73.686651,45.485545,-73.684887,45.484777,-73.679252,45.484293,-73.677431,45.452255,-73.686329,45.454967,-73.696987,45.485278,-73.686651","[[45.485278, -73.686651], [45.485545, -73.684887], [45.484777, -73.679252], [45.484293, -73.677431], [45.452255, -73.686329], [45.454967, -73.696987], [45.485278, -73.686651]]",171,10,37,1,21.6,10.0,"['A0001018', 'A0001988', 'A0002245', 'A0003296', 'A0003632', 'A0003780', 'A0004253', 'A0004703', 'A0005478', 'A0006573']",['A0001988'],7.5
CAMTN-RMT,"46.074232,-64.875156,46.081154,-64.847417,46.080595,-64.846317,46.074970,-64.850426,46.069777,-64.867597,46.074232,-64.875156","[[46.074232, -64.875156], [46.081154, -64.847417], [46.080595, -64.846317], [46.07497, -64.850426], [46.069777, -64.867597], [46.074232, -64.875156]]",19,7,0,0,0.0,0.0,"['A0001018', 'A0001988', 'A0002245', 'A0003632', 'A0003780', 'A0004253', 'A0006573']",,0.0
CAPRP-TDP,"54.290177,-130.360412,54.289878,-130.355291,54.287468,-130.353658,54.283731,-130.355355,54.279621,-130.358619,54.283507,-130.362012,54.290177,-130.360412","[[54.290177, -130.360412], [54.289878, -130.355291], [54.287468, -130.353658], [54.283731, -130.355355], [54.279621, -130.358619], [54.283507, -130.362012], [54.290177, -130.360412]]",0,0,0,0,0.0,0.0,,,-0.0
CARGI-RRN,"50.420502,-104.494010,50.420523,-104.492636,50.413050,-104.492603,50.412965,-104.494010,50.420502,-104.494010","[[50.420502, -104.49401], [50.420523, -104.492636], [50.41305, -104.492603], [50.412965, -104.49401], [50.420502, -104.49401]]",0,0,0,0,0.0,0.0,,,-0.0
CASAK-RKN,"52.107355,-106.785049,52.105569,-106.727299,52.102846,-106.747942,52.103650,-106.763970,52.105592,-106.777490,52.107355,-106.785049","[[52.107355, -106.785049], [52.105569, -106.727299], [52.102846, -106.747942], [52.10365, -106.76397], [52.105592, -106.77749], [52.107355, -106.785049]]",207,10,0,0,0.0,0.0,"['A0000357', 'A0000480', 'A0001459', 'A0001542', 'A0001956', 'A0002072', 'A0002881', 'A0003091', 'A0003632', 'A0004093']",,0.0
CATRT-DAB,"43.741567,-79.708211,43.738617,-79.704230,43.738725,-79.703915,43.738447,-79.703632,43.737162,-79.705560,43.740448,-79.709855,43.741567,-79.708211","[[43.741567, -79.708211], [43.738617, -79.70423], [43.738725, -79.703915], [43.738447, -79.703632], [43.737162, -79.70556], [43.740448, -79.709855], [43.741567, -79.708211]]",120,3,0,0,0.0,0.0,"['A0001174', 'A0002072', 'A0002713']",,0.0
CATRT-DAC,"43.831478,-79.685331,43.832262,-79.681565,43.830841,-79.679390,43.830478,-79.680966,43.830603,-79.681400,43.830159,-79.684725,43.831478,-79.685331","[[43.831478, -79.685331], [43.832262, -79.681565], [43.830841, -79.67939], [43.830478, -79.680966], [43.830603, -79.6814], [43.830159, -79.684725], [43.831478, -79.685331]]",0,0,0,0,0.0,0.0,,,-0.0
CATRT-DMS,"43.703922,-79.672823,43.704195,-79.666707,43.698286,-79.673182,43.698995,-79.674257,43.701261,-79.672747,43.703922,-79.672823","[[43.703922, -79.672823], [43.704195, -79.666707], [43.698286, -79.673182], [43.698995, -79.674257], [43.701261, -79.672747], [43.703922, -79.672823]]",229,5,9,1,3.9,20.0,"['A0001018', 'A0003091', 'A0003490', 'A0003744', 'A0004253']",['A0003091'],5.4
CATRT-DUL,"43.617111,-79.562556,43.615333,-79.561750,43.614240,-79.562660,43.613873,-79.564029,43.615115,-79.566054,43.617200,-79.562660,43.617111,-79.562556","[[43.617111, -79.562556], [43.615333, -79.56175], [43.61424, -79.56266], [43.613873, -79.564029], [43.615115, -79.566054], [43.6172, -79.56266], [43.617111, -79.562556]]",644,7,0,0,0.0,0.0,"['A0001459', 'A0002470', 'A0003632', 'A0003864', 'A0004199', 'A0005478', 'A0006573']",,0.0
CATRT-RBN,"43.748071,-79.689550,43.736997,-79.674607,43.733973,-79.678741,43.739242,-79.685648,43.741078,-79.686546,43.743508,-79.689114,43.748071,-79.689550","[[43.748071, -79.68955], [43.736997, -79.674607], [43.733973, -79.678741], [43.739242, -79.685648], [43.741078, -79.686546], [43.743508, -79.689114], [43.748071, -79.68955]]",148,12,11,1,7.4,8.3,"['A0001018', 'A0001174', 'A0001459', 'A0002470', 'A0003091', 'A0003490', 'A0003632', 'A0003744', 'A0003864', 'A0004253', 'A0005478', 'A0006573']",['A0003091'],3.7
CATRT-RMM,"43.714640,-79.662595,43.707824,-79.670007,43.708431,-79.671076,43.708559,-79.671274,43.717666,-79.661361,43.714640,-79.662595","[[43.71464, -79.662595], [43.707824, -79.670007], [43.708431, -79.671076], [43.708559, -79.671274], [43.717666, -79.661361], [43.71464, -79.662595]]",71,6,0,0,0.0,0.0,"['A0001459', 'A0002072', 'A0002470', 'A0003490', 'A0003864', 'A0005478']",,0.0
CAVAN-DEA,"49.153943,-123.046019,49.153871,-123.040570,49.152957,-123.040487,49.150750,-123.046130,49.153943,-123.046019","[[49.153943, -123.046019], [49.153871, -123.04057], [49.152957, -123.040487], [49.15075, -123.04613], [49.153943, -123.046019]]",85,1,0,0,0.0,0.0,['A0005378'],,0.0
CAVAN-DEM,"49.205297,-123.077218,49.205503,-123.075201,49.203853,-123.074814,49.203332,-123.077134,49.205297,-123.077218","[[49.205297, -123.077218], [49.205503, -123.075201], [49.203853, -123.074814], [49.203332, -123.077134], [49.205297, -123.077218]]",0,0,0,0,0.0,0.0,,,-0.0
CAVAN-DRA,"49.200288,-123.050225,49.201635,-123.050123,49.201780,-123.049360,49.201875,-123.046912,49.200010,-123.047027,49.199370,-123.047892,49.199345,-123.050245,49.200288,-123.050225","[[49.200288, -123.050225], [49.201635, -123.050123], [49.20178, -123.04936], [49.201875, -123.046912], [49.20001, -123.047027], [49.19937, -123.047892], [49.199345, -123.050245], [49.200288, -123.050225]]",0,0,0,0,0.0,0.0,,,-0.0
CAVAN-TCT,"49.290363,-123.100038,49.288037,-123.091888,49.289615,-123.091742,49.288108,-123.086649,49.284324,-123.087161,49.287888,-123.100036,49.290363,-123.100038","[[49.290363, -123.100038], [49.288037, -123.091888], [49.289615, -123.091742], [49.288108, -123.086649], [49.284324, -123.087161], [49.287888, -123.100036], [49.290363, -123.100038]]",0,0,0,0,0.0,0.0,,,-0.0
CAVAN-TDP,"49.024488,-123.145998,49.015857,-123.153933,49.022365,-123.168505,49.024967,-123.164995,49.023666,-123.160568,49.029229,-123.153536,49.028845,-123.151768,49.024573,-123.153780,49.022899,-123.149985,49.025234,-123.147747,49.024488,-123.145998","[[49.024488, -123.145998], [49.015857, -123.153933], [49.022365, -123.168505], [49.024967, -123.164995], [49.023666, -123.160568], [49.029229, -123.153536], [49.028845, -123.151768], [49.024573, -123.15378], [49.022899, -123.149985], [49.025234, -123.147747], [49.024488, -123.145998]]",1217,32,24,3,2.0,9.4,"['A0000055', 'A0000357', 'A0000480', 'A0000483', 'A0000503', 'A0000601', 'A0001305', 'A0001366', 'A0001542', 'A0002072', 'A0002349', 'A0002421', 'A0002470', 'A0002881', 'A0002971', 'A0003091', 'A0003296', 'A0003490', 'A0003744', 'A0003864', 'A0003891', 'A0003941', 'A0004093', 'A0004122', 'A0004353', 'A0004703', 'A0005235', 'A0005378', 'A0005478', 'A0005712', 'A0006004', 'A0006054']","['A0000055', 'A0001305', 'A0003941']",3.8
